,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Index,Customer Names,Index,Product Name,id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State Code,Region
36858,SO - 0009603,2016-05-20,28,Distributor,USD,NXH382,384,23,5,2237.8,11189.0,939.8760000000001,28,Army Group,23,Product 23,384,Nampa,Canyon County,ID,Idaho,City,43.54072,-116.56346,208,89839,28741,40060,81908344,377237,America/Boise,ID,West
36859,SO - 000543,2016-05-21,76,Wholesale,USD,GUT930,711,22,6,1145.7,6874.200000000001,607.221,76,NARS Group,22,Product 22,711,Union City,Hudson County,NJ,New Jersey,City,40.77955,-74.02375,551,69156,23029,41107,3333346,0,America/New York,NJ,Northeast
36860,SO - 0001198,2016-05-21,104,Wholesale,USD,GUT930,250,4,6,3993.2000000000003,23959.2,3314.356,104,Mydeo Ltd,4,Product 4,250,East Hartford (CDP),Hartford County,CT,Connecticut,CDP,41.78232,-72.61203,959,51211,20225,48369,46610800,1904156,America/New York,CT,Northeast
36861,SO - 0001796,2016-05-21,92,Wholesale,USD,GUT930,12,3,9,1721.9,15497.1,1360.3010000000002,92,Yodoo Ltd,3,Product 3,12,Fort Smith,Sebastian County,AR,Arkansas,City,35.38592,-94.39855,501,88194,34780,35096,163578424,12876310,America/Chicago,AR,South
36862,SO - 0003499,2016-05-21,10,Export,USD,GUT930,801,28,5,1172.5,5862.5,914.5500000000001,10,Unit Ltd,28,Product 28,801,Moore,Cleveland County,OK,Oklahoma,City,35.33951,-97.4867,405,60451,21759,58169,56539676,845234,America/Chicago,OK,South
36863,SO - 0004515,2016-05-21,3,Export,USD,GUT930,631,25,11,201.0,2211.0,88.44,3,Ascend Ltd,25,Product 25,631,Woodbury,Washington County,MN,Minnesota,City,44.92386,-92.95938,651,67855,24059,99698,90421995,2140269,America/Chicago,MN,Midwest
36864,SO - 0004680,2016-05-21,7,Wholesale,USD,GUT930,210,21,11,1125.6000000000001,12381.600000000002,607.8240000000001,7,Skidoo Company,21,Product 21,210,Vallejo,Solano County,CA,California,City,38.10409,-122.25664,707,121253,41216,57028,79438815,48871171,America/Los Angeles,CA,West
36865,SO - 0007018,2016-05-21,145,Wholesale,USD,GUT930,225,28,11,180.9,1989.9,74.169,145,Janyx Group,28,Product 28,225,Aurora,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,303,359407,124031,53011,397624166,1731418,America/Denver,CO,West
36866,SO - 0007213,2016-05-21,86,Wholesale,USD,GUT930,134,6,12,844.2,10130.400000000001,379.89000000000004,86,Voolith Ltd,6,Product 6,134,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,951,109830,32685,74610,87023902,93770,America/Los Angeles,CA,West
36867,SO - 0007977,2016-05-21,6,Distributor,USD,GUT930,978,18,10,2854.2000000000003,28542.000000000004,2197.7340000000004,6,Family Corp,18,Product 18,978,Tacoma,Pierce County,WA,Washington,City,47.25288,-122.44429,253,207948,79026,52042,128821146,32854483,America/Los Angeles,WA,West
36868,SO - 0008056,2016-05-21,20,Wholesale,USD,GUT930,402,16,12,1909.5,22914.0,916.56,20,Tagfeed Ltd,16,Product 16,402,Champaign City,Champaign County,IL,Illinois,Township,40.11506,-88.27365,217,86096,33088,42094,58812707,64280,America/Chicago,IL,Midwest
36869,SO - 000338,2016-05-21,27,Wholesale,USD,AXW291,180,26,8,1755.4,14043.2,930.3620000000001,27,Wise Company,26,Product 26,180,San Leandro,Alameda County,CA,California,City,37.72493,-122.15608,510,90712,31363,62761,34568437,5679338,America/Los Angeles,CA,West
36870,SO - 0001988,2016-05-21,29,Wholesale,USD,GUT930,913,22,9,1226.1000000000001,11034.900000000001,944.0970000000001,29,Voolia Ltd,22,Product 22,913,Rowlett,Rockwall County/Dallas County,TX,Texas,City,32.91592,-96.54867,972,60236,18733,83416,54099362,189991,America/Chicago,TX,South
36871,SO - 0002814,2016-05-21,28,Wholesale,USD,NXH382,939,26,7,1701.8,11912.6,748.792,28,Army Group,26,Product 26,939,Alexandria,Alexandria city,VA,Virginia,City,38.80484,-77.04692,571,153511,66879,89134,38977688,1127171,America/New York,VA,South
36872,SO - 0003138,2016-05-21,105,Wholesale,USD,NXH382,837,24,10,917.9,9179.0,761.857,105,Oozz Group,24,Product 24,837,Charleston,Berkeley County/Charleston County,SC,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York,SC,South
36873,SO - 0005899,2016-05-21,33,Wholesale,USD,AXW291,158,13,7,5266.2,36863.4,2791.0860000000002,33,Cadila Ltd,13,Product 13,158,Poway,San Diego County,CA,California,City,32.96282,-117.03586,858,50157,15832,95815,101214289,223435,America/Los Angeles,CA,West
36874,SO - 0010693,2016-05-21,21,Wholesale,USD,AXW291,367,3,9,3289.7000000000003,29607.300000000003,2500.172,21,Viva Ltd,3,Product 3,367,Warner Robins,Peach County/Houston County,GA,Georgia,City,32.5971,-83.65394,478,73490,27334,42795,93514656,755694,America/New York,GA,South
36875,SO - 0008485,2016-05-21,152,Wholesale,USD,NXH382,680,3,11,227.8,2505.8,95.676,152,Eayo Company,3,Product 3,680,Camden,Camden County,NJ,New Jersey,City,39.92595,-75.11962,856,76119,24981,25042,23098745,3683834,America/New York,NJ,Northeast
36876,SO - 000732,2016-05-21,106,Wholesale,USD,AXW291,584,26,7,4013.3,28093.100000000002,3090.241,106,Organon Corp,26,Product 26,584,Clinton,Macomb County,MI,Michigan,Charter Township,42.59034,-82.91695,586,99889,42792,48466,72788664,729566,America/Detroit,MI,Midwest
36877,SO - 0001432,2016-05-21,111,Distributor,USD,NXH382,273,18,12,1098.8,13185.599999999999,736.196,111,Buzzbean Group,18,Product 18,273,West Hartford,Hartford County,CT,Connecticut,Town,41.76657,-72.75494,959,63053,24935,86569,56558781,1097890,America/New York,CT,Northeast
36878,SO - 0001661,2016-05-21,162,Wholesale,USD,AXW291,206,14,10,1065.3,10653.0,479.385,162,Oba Company,14,Product 14,206,Tustin,Orange County,CA,California,City,33.74585,-117.82617,949,80583,25340,71897,28777001,0,America/Los Angeles,CA,West
36879,SO - 0001731,2016-05-21,11,Wholesale,USD,AXW291,860,7,7,194.3,1360.1000000000001,79.663,11,Voonyx Group,7,Product 7,860,Arlington,Tarrant County,TX,Texas,City,32.73569,-97.10807,682,388125,133808,53326,248200304,9682817,America/Chicago,TX,South
36880,SO - 0003157,2016-05-21,144,Wholesale,USD,NXH382,216,25,11,2566.1,28227.1,1616.643,144,Wordpedia Ltd,25,Product 25,216,West Covina,Los Angeles County,CA,California,City,34.06862,-117.93895,626,108484,30816,69189,41546642,124507,America/Los Angeles,CA,West
36881,SO - 0004386,2016-05-21,57,Distributor,USD,AXW291,118,19,9,1045.2,9406.800000000001,418.08000000000004,57,Camido Company,19,Product 19,118,Livermore,Alameda County,CA,California,City,37.68187,-121.76801,925,88126,30182,100992,69725238,9862,America/Los Angeles,CA,West
36882,SO - 0004580,2016-05-21,130,Export,USD,NXH382,722,4,5,1232.8,6164.0,628.728,130,Jayo Company,4,Product 4,722,Henderson,Clark County,NV,Nevada,City,36.0397,-114.98194,702,285667,104492,63120,271160947,1272345,America/Los Angeles,NV,West
36883,SO - 0004845,2016-05-21,37,Distributor,USD,GUT930,409,30,10,1929.6000000000001,19296.0,1370.016,37,Mycone Ltd,30,Product 30,409,Downers Grove (Township),DuPage County,IL,Illinois,Township,41.7543,-87.97753,630,149401,56956,81535,128386816,3508803,America/Chicago,IL,Midwest
36884,SO - 0006226,2016-05-21,154,Wholesale,USD,GUT930,515,15,9,1125.6000000000001,10130.400000000001,810.432,154,GOOD Ltd,15,Product 15,515,Wayne,Allen County,IN,Indiana,Township,41.05238,-85.16209,260,106185,41596,32194,109127525,317390,America/Indiana/Indianapolis,IN,Midwest
36885,SO - 0010642,2016-05-21,117,Export,USD,GUT930,639,3,7,964.8000000000001,6753.6,588.528,117,ALK-Abello Ltd,3,Product 3,639,O'Fallon,St. Charles County,MO,Missouri,City,38.81061,-90.69985,636,85040,29811,78266,76915110,12882,America/Chicago,MO,Midwest
36886,SO - 0009047,2016-05-21,166,Distributor,USD,FLR025,127,8,11,1051.9,11570.900000000001,673.2160000000001,166,Brainspher Ltd,8,Product 8,127,Milpitas,Santa Clara County,CA,California,City,37.42827,-121.90662,408,77604,20792,100242,35174793,99377,America/Los Angeles,CA,West
36887,SO - 000912,2016-05-21,38,Wholesale,USD,FLR025,526,21,6,1882.7,11296.2,1317.8899999999999,38,Neutrogena Ltd,21,Product 21,526,Bowling Green,Warren County,KY,Kentucky,City,36.99032,-86.4436,270,63616,23215,35604,99097836,834101,America/Chicago,KY,South
36888,SO - 0002249,2016-05-21,133,Distributor,USD,NXH382,437,12,11,3752.0,41272.0,3001.6000000000004,133,Mydo Corp,12,Product 12,437,Northfield (Township),Cook County,IL,Illinois,Township,42.10881,-87.83476,847,87799,32220,97047,88751338,950333,America/Chicago,IL,Midwest
36889,SO - 0007436,2016-05-21,36,Wholesale,USD,NXH382,303,25,11,1232.8,13560.8,813.648,36,Trunyx Ltd,25,Product 25,303,Jacksonville,Duval County,FL,Florida,City,30.33218,-81.65565,904,868031,318575,46764,1935873371,329424471,America/New York,FL,South
36890,SO - 0007550,2016-05-21,15,Wholesale,USD,AXW291,103,4,6,964.8000000000001,5788.8,578.88,15,Centizu Company,4,Product 4,103,Hesperia,San Bernardino County,CA,California,City,34.42639,-117.30088,760,93295,26253,44874,189317184,293823,America/Los Angeles,CA,West
36891,SO - 0007818,2016-05-21,164,Wholesale,USD,GUT930,959,11,12,1085.4,13024.800000000001,434.1600000000001,164,Divanoodle Ltd,11,Product 11,959,Burien,King County,WA,Washington,City,47.47038,-122.34679,206,50467,18273,53712,26042893,169931,America/Los Angeles,WA,West
36892,SO - 0008210,2016-05-21,102,Wholesale,USD,AXW291,302,26,7,4013.3,28093.100000000002,2367.847,102,Linkbuzz Ltd,26,Product 26,302,Homestead,Miami-Dade County,FL,Florida,City,25.46872,-80.47756,305,66498,19154,40959,39204022,1231550,America/New York,FL,South
36893,SO - 0001206,2016-05-21,133,Wholesale,USD,GUT930,457,6,9,5165.7,46491.299999999996,4029.246,133,Mydo Corp,6,Product 6,457,Springfield,Sangamon County,IL,Illinois,City,39.80172,-89.64371,217,116565,50575,49868,155637192,16272442,America/Chicago,IL,Midwest
36894,SO - 0003614,2016-05-21,40,Distributor,USD,FLR025,649,15,12,777.2,9326.400000000001,334.196,40,Twinte Group,15,Product 15,649,Great Falls,Cascade County,MT,Montana,City,47.50024,-111.30081,406,59638,25194,42896,59356091,1218448,America/Denver,MT,West
36895,SO - 0005720,2016-05-21,50,Distributor,USD,AXW291,521,25,11,2680.0,29480.0,1608.0,50,Wordtune Company,25,Product 25,521,Olathe,Johnson County,KS,Kansas,City,38.8814,-94.81913,913,134305,45742,77335,157638037,1946472,America/Chicago,KS,Midwest
36896,SO - 0006064,2016-05-21,161,Wholesale,USD,GUT930,248,1,10,3959.7000000000003,39597.0,2930.1780000000003,161,Aveda Group,1,Product 1,248,Danbury (Town),Fairfield County,CT,Connecticut,Town,41.39874,-73.4781,203,84657,28894,66676,108636759,5813522,America/New York,CT,Northeast
36897,SO - 0006487,2016-05-21,65,Export,USD,AXW291,991,26,10,247.9,2479.0,188.404,65,CARDINAL Group,26,Product 26,991,Waukesha,Waukesha County,WI,Wisconsin,City,43.01168,-88.23148,262,71970,28331,59547,65856921,700602,America/Chicago,WI,Midwest
36898,SO - 0009632,2016-05-21,87,Wholesale,USD,NXH382,169,14,6,1065.3,6391.799999999999,745.7099999999999,87,Johnson Ltd,14,Product 14,169,Rosemead,Los Angeles County,CA,California,City,34.08057,-118.07285,626,54908,14768,44906,13370145,35465,America/Los Angeles,CA,West
36899,SO - 0010640,2016-05-21,42,Export,USD,AXW291,836,17,8,1695.1000000000001,13560.800000000001,983.158,42,Colgate-Pa Group,17,Product 17,836,Warwick,Kent County,RI,Rhode Island,City,41.7001,-71.41617,401,81699,34891,66044,90752667,38210709,America/New York,RI,Northeast
36900,SO - 000194,2016-05-21,34,Wholesale,USD,AXW291,938,16,5,5031.7,25158.5,4025.36,34,Z.H.T. Group,16,Product 16,938,West Valley City,Salt Lake County,UT,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver,UT,West
36901,SO - 0003593,2016-05-21,129,Wholesale,USD,AXW291,230,25,5,3926.2000000000003,19631.0,2866.126,129,Sanum-Kehl Group,25,Product 25,230,Colorado Springs,El Paso County,CO,Colorado,City,38.83388,-104.82136,719,456568,174441,54527,506667557,947196,America/Denver,CO,West
36902,SO - 0006449,2016-05-21,120,Wholesale,USD,FLR025,764,18,8,1159.1000000000001,9272.800000000001,776.5970000000001,120,Chatterbri Ltd,18,Product 18,764,Southampton (Town),Suffolk County,NY,New York,Town,40.84989,-72.46349,631,58254,21064,79799,360513778,400189747,America/New York,NY,Northeast
36903,SO - 0007636,2016-05-21,99,Distributor,USD,NXH382,386,8,9,4006.6,36059.4,2283.7619999999997,99,Flipbug Ltd,8,Product 8,386,Addison (Township),DuPage County,IL,Illinois,Township,41.948,-87.98061,630,89715,30362,64652,82232906,1771401,America/Chicago,IL,Midwest
36904,SO - 0008845,2016-05-21,175,Wholesale,USD,GUT930,524,18,9,1252.9,11276.1,751.74,175,SHISEIDO Ltd,18,Product 18,524,Topeka,Shawnee County,KS,Kansas,City,39.04833,-95.67804,785,127265,52711,42250,159180160,3400123,America/Chicago,KS,Midwest
36905,SO - 0008892,2016-05-21,62,Wholesale,USD,GUT930,48,17,11,5266.2,57928.2,4212.96,62,Topiczoom Corp,17,Product 17,48,Bellflower,Los Angeles County,CA,California,City,33.88168,-118.11701,562,78441,23176,48823,15845460,138188,America/Los Angeles,CA,West
36906,SO - 0009216,2016-05-21,24,Distributor,USD,AXW291,853,2,9,1092.1000000000001,9828.900000000001,578.8130000000001,24,Mylan Corp,2,Product 2,853,Knoxville,Knox County,TN,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York,TN,South
36907,SO - 0001057,2016-05-22,96,Export,USD,GUT930,742,10,12,2224.4,26692.800000000003,1890.74,96,Thoughtmix Ltd,10,Product 10,742,Greece,Monroe County,NY,New York,Town,43.25035,-77.70052,716,96796,39934,55061,123082340,10026963,America/New York,NY,Northeast
36908,SO - 0001626,2016-05-22,21,Wholesale,USD,GUT930,821,2,6,1165.8,6994.799999999999,734.454,21,Viva Ltd,2,Product 2,821,Bethlehem,Lehigh County/Northampton County,PA,Pennsylvania,City,40.62642,-75.3679,610,74892,29144,47291,49473428,906820,America/New York,PA,Northeast
36909,SO - 0002968,2016-05-22,174,Wholesale,USD,GUT930,288,26,9,3912.8,35215.200000000004,3091.112,174,Tekfly Group,26,Product 26,288,Coral Gables,Miami-Dade County,FL,Florida,City,25.72149,-80.26838,305,51117,17954,93934,33492473,63155377,America/New York,FL,South
36910,SO - 0004665,2016-05-22,115,Distributor,USD,GUT930,970,2,9,2680.0,24120.0,1688.4,115,Dynazzy Company,2,Product 2,970,Renton,King County,WA,Washington,City,47.48288,-122.21707,425,100242,37994,64802,60663567,511360,America/Los Angeles,WA,West
36911,SO - 0006953,2016-05-22,67,Distributor,USD,GUT930,115,23,5,1005.0,5025.0,592.9499999999999,67,Skyble Corp,23,Product 23,115,Lakewood,Los Angeles County,CA,California,City,33.85363,-118.13396,562,81611,26083,79193,24394508,133056,America/Los Angeles,CA,West
36912,SO - 0007147,2016-05-22,157,Wholesale,USD,GUT930,791,26,6,6391.8,38350.8,4218.588000000001,157,Flipstorm Group,26,Product 26,791,Springfield,Clark County,OH,Ohio,City,39.92423,-83.80882,937,59680,24558,32066,66171383,520462,America/New York,OH,Midwest
36913,SO - 0010712,2016-05-22,153,Distributor,USD,GUT930,394,26,9,951.4,8562.6,704.036,153,WOONSOCKET Corp,26,Product 26,394,Bloom,Cook County,IL,Illinois,Township,41.51591,-87.60098,708,91132,31948,48088,120177524,628793,America/Chicago,IL,Midwest
36914,SO - 0002000,2016-05-22,168,Wholesale,USD,GUT930,859,25,5,3872.6,19363.0,2284.834,168,Podcat Corp,25,Product 25,859,Amarillo,Randall County/Potter County,TX,Texas,City,35.19988,-101.8302,806,198645,74769,47735,262507124,4049009,America/Chicago,TX,South
36915,SO - 0002562,2016-05-22,27,Distributor,USD,AXW291,86,23,7,4013.3,28093.100000000002,2287.581,27,Wise Company,23,Product 23,86,Florin,Sacramento County,CA,California,CDP,38.49602,-121.40884,530,50791,15247,39998,22545947,0,America/Los Angeles,CA,West
36916,SO - 0005867,2016-05-22,127,Wholesale,USD,AXW291,229,10,8,991.6,7932.8,773.4480000000001,127,Topco Company,10,Product 10,229,Centennial,Arapahoe County,CO,Colorado,City,39.57916,-104.87692,303,109741,38991,91941,76525641,381964,America/Denver,CO,West
36917,SO - 0006747,2016-05-22,17,Export,USD,AXW291,294,23,11,2505.8,27563.800000000003,1002.3200000000002,17,Liberty Group,23,Product 23,294,Deltona,Volusia County,FL,Florida,City,28.90054,-81.26367,386,88474,29496,42077,96463097,9151359,America/New York,FL,South
36918,SO - 0010771,2016-05-22,107,Distributor,USD,AXW291,790,2,12,234.5,2814.0,126.63000000000001,107,NCS Group,2,Product 2,790,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York,OH,Midwest
36919,SO - 0003775,2016-05-22,39,Distributor,USD,AXW291,648,18,12,891.1,10693.2,516.838,39,Kazu Corp,18,Product 18,648,Billings,Yellowstone County,MT,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,MT,West
36920,SO - 0004800,2016-05-22,75,Wholesale,USD,GUT930,712,2,12,201.0,2412.0,132.66,75,Cogilith Group,2,Product 2,712,Vineland,Cumberland County,NJ,New Jersey,City,39.48623,-75.02573,856,60818,20825,49453,177137138,1541990,America/New York,NJ,Northeast
36921,SO - 0005569,2016-05-22,134,Wholesale,USD,GUT930,547,7,12,2592.9,31114.800000000003,1166.805,134,Quimm Company,7,Product 7,547,Haverhill,Essex County,MA,Massachusetts,City,42.7762,-71.07728,351,62765,23781,60888,85563034,6889818,America/New York,MA,Northeast
36922,SO - 0007970,2016-05-22,35,Export,USD,AXW291,150,11,11,3993.2000000000003,43925.200000000004,2954.9680000000003,35,Aromaticos Company,11,Product 11,150,Perris,Riverside County,CA,California,City,33.78252,-117.22865,951,74971,16297,49325,81742547,284236,America/Los Angeles,CA,West
36923,SO - 0008345,2016-05-22,102,Distributor,USD,AXW291,469,2,7,207.70000000000002,1453.9,137.08200000000002,102,Linkbuzz Ltd,2,Product 2,469,Worth (Township),Cook County,IL,Illinois,Township,41.69043,-87.74383,708,152861,56788,54124,82397386,875755,America/Chicago,IL,Midwest
36924,SO - 0009482,2016-05-22,40,Wholesale,USD,GUT930,824,26,11,3979.8,43777.8,2427.678,40,Twinte Group,26,Product 26,824,Lancaster,Lancaster County,PA,Pennsylvania,City,40.03788,-76.30551,717,59339,21356,35313,18718450,330105,America/New York,PA,Northeast
36925,SO - 0008519,2016-05-22,4,Wholesale,USD,AXW291,734,6,11,1098.8,12086.8,681.256,4,Eire Corp,6,Product 6,734,Brookhaven,Suffolk County,NY,New York,Town,40.85745,-72.95984,631,489278,161116,87040,671934794,704749682,America/New York,NY,Northeast
36926,SO - 000731,2016-05-22,86,Wholesale,USD,NXH382,255,23,7,2251.2000000000003,15758.400000000001,1620.864,86,Voolith Ltd,23,Product 23,255,Hartford (Town),Hartford County,CT,Connecticut,Town,41.76593,-72.68158,959,124006,45239,30630,45016120,1748078,America/New York,CT,Northeast
36927,SO - 000825,2016-05-22,160,Distributor,USD,GUT930,392,26,12,2378.5,28542.0,1546.025,160,Browsebug Company,26,Product 26,392,Berwyn,Cook County,IL,Illinois,City,41.85059,-87.79367,708,56368,18291,57355,10112485,0,America/Chicago,IL,Midwest
36928,SO - 0001798,2016-05-22,16,Export,USD,GUT930,589,5,9,241.20000000000002,2170.8,108.54,16,Arbor Company,5,Product 5,589,Flint,Genesee County,MI,Michigan,City,43.01253,-83.68746,810,98310,40260,24862,86496836,1713490,America/Detroit,MI,Midwest
36929,SO - 0002057,2016-05-22,45,Distributor,USD,AXW291,101,15,12,3919.5,47034.0,1567.8000000000002,45,State Ltd,15,Product 15,101,Hayward,Alameda County,CA,California,City,37.66882,-122.0808,510,158289,46713,65096,117943767,47363956,America/Los Angeles,CA,West
36930,SO - 0003501,2016-05-22,123,Wholesale,USD,FLR025,447,6,7,2760.4,19322.8,1739.0520000000001,123,Muxo Group,6,Product 6,447,Peoria,Peoria County,IL,Illinois,City,40.69365,-89.58899,309,115070,47239,45552,124916605,5748402,America/Chicago,IL,Midwest
36931,SO - 0007304,2016-05-22,115,Distributor,USD,AXW291,214,25,11,2257.9,24836.9,1174.1080000000002,115,Dynazzy Company,25,Product 25,214,Walnut Creek,Contra Costa County,CA,California,City,37.90631,-122.06496,925,68910,30317,82120,51175071,31195,America/Los Angeles,CA,West
36932,SO - 0010032,2016-05-22,40,Wholesale,USD,AXW291,180,26,5,5212.6,26063.0,3283.938,40,Twinte Group,26,Product 26,180,San Leandro,Alameda County,CA,California,City,37.72493,-122.15608,510,90712,31363,62761,34568437,5679338,America/Los Angeles,CA,West
